display_name,unique_label,team,pos,cost,own,player_code,full_name,team_code,name_ambiguous,player,cold_start,model_total,model_gw1_6,value_per_m,model_gw1,model_gw2,model_gw3,model_gw4,model_gw5,model_gw6,model_gw7,model_gw8,model_gw9,model_gw10,ffs_total,ffs_value_per_m,ffs_gw1,ffs_gw2,ffs_gw3,ffs_gw4,ffs_gw5,ffs_gw6,ffs_minus_model_1_6,solio_gw1,ffs_matched,model_attack_pts,model_cs_pts,model_defcon_pts,model_sd_mean,model_p95_mean,p_start_prior,exp_minutes,exp_minutes_src,minutes_prior,npxgi_rate90,xa_rate90,defcon_rate90,pen_xg90,pen_order,fk_order,corner_order,pl_apps,pl_minutes,pl_xg,pl_xa,pl_xg90,pl_xa90,pl_shots,pl_goals,pl_assists,xi_starts,xi_sheets,xi_rate,pre_minutes,pre_apps,pre_mean_minutes,pre_xg,pre_xa,own_att_strength,own_def_strength,own_att_rank,own_def_rank,own_market_z,own_blended_elo,title_odds_dec,releg_odds_dec,xga_env,ppda_2627,press_factor,promoted,ffs_price
Fletcher,Fletcher (MUN),Man United,MID,4.5,0.3,519913,Tyler Fletcher,MUN,False,Fletcher,True,7.3,4.41,1.6222222222222222,0.85,0.74,0.69,0.64,0.69,0.8,0.72,0.74,0.7,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.41,,True,6.247999999999999,0.578,0.474,2.1004,3.3,0.1802245744330951,83.1,positional fallback,0.0,0.1780987351903563,0.0833402645216931,8.189865176177413,0.0,,,,2.0,17.0,0.0,0.00826902,0.0,0.04377716470588235,0.0,0.0,0.0,0.0,13.0,0.0,205.0,6.0,34.166666666666664,0.0,0.0,0.2911586787820938,0.036515569746031,3,5,1.2388665527515443,1915.0,7.0,34.0,1.2712178238678356,12.0,1.0271008142253517,0,4.5
Drakes-Thomas,Drakes-Thomas (CRY),Crystal Palace,MID,4.5,0.1,672492,Joél Drakes-Thomas,CRY,False,Drakes-Thomas,True,7.3,4.3,1.6222222222222222,0.71,0.57,0.7,0.86,0.69,0.77,0.68,0.81,0.75,0.75,0.9300000000000002,0.2066666666666667,0.14,0.13,0.14,0.18,0.15,0.19,-3.3699999999999997,,True,6.052,0.612,0.636,1.9942,3.5,0.1904596390791369,83.1,positional fallback,0.0,0.1780987351903563,0.0833402645216931,8.189865176177413,0.0,,,,2.0,7.0,0.0,0.00432351,0.0,0.05558798571428571,0.0,0.0,0.0,0.0,6.0,0.0,90.0,2.0,45.0,0.29,0.08,-0.1171465215222359,0.0042638165422642,16,7,-0.2542419079126018,1804.0,151.0,7.5,1.3534243888033963,11.5,1.066056186213018,0,4.5
McNair,McNair (HUL),Hull,DEF,4.0,0.1,160817,Paddy McNair,HUL,False,McNair,True,7.26,4.239999999999999,1.815,0.65,0.57,0.8,0.61,0.76,0.85,0.74,0.75,1.0,0.53,0.47000000000000003,0.11750000000000001,0.06,0.08,0.08,0.06,0.08,0.11,-3.769999999999999,,True,2.7599999999999993,1.217,3.283,1.8082999999999998,4.2358,0.2138651937095345,87.5,positional fallback,0.0,0.0780161196265875,0.0391938534500658,8.421520428158146,0.0,,,,,,,,,,,,,,,,19.0,2.0,9.5,0.0,0.0,-0.4519100791990885,-0.454055750336764,20,20,-1.5007189863388086,1533.0,1001.0,1.26,2.241860660354812,13.5,0.876626488060625,1,4.0
M.França,M.França (CRY),Crystal Palace,MID,5.0,0.0,536694,Matheus França de Oliveira,CRY,False,M.França,True,7.25,4.33,1.45,0.71,0.59,0.71,0.88,0.71,0.73,0.67,0.77,0.72,0.75,2.7300000000000004,0.546,0.47,0.4,0.42,0.52,0.43,0.49,-1.5999999999999996,,True,6.005,0.609,0.636,2.0034,3.6049999999999995,0.1761258853672495,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,,,,,,,,,,,,,133.0,3.0,44.333333333333336,2.23,0.49,-0.1171465215222359,0.0042638165422642,16,7,-0.2542419079126018,1804.0,151.0,7.5,1.3534243888033963,11.5,1.066056186213018,0,5.0
Bakwa,Bakwa (NFO),Nott'm Forest,MID,5.5,0.0,476887,Dilane Bakwa,NFO,False,Bakwa,False,7.21,4.39,1.3109090909090908,0.74,0.7,0.75,0.71,0.79,0.7,0.65,0.76,0.71,0.69,1.76,0.32,0.26,0.23,0.29,0.28,0.36,0.34,-2.63,,True,7.18,0.025,0.005,1.1956,1.0,0.01,77.80103092783504,player history,549.0,0.2633438290233838,0.1709218221405093,6.836313617606603,0.0,,,,18.0,549.0,0.54,1.03787091,0.08852459016393444,0.17014277213114756,9.0,0.0,2.0,6.0,21.0,0.2857142857142857,80.0,1.0,80.0,0.0,0.0,-0.0456385418439161,0.0051716257511739,13,6,-0.1703073359666486,1822.0,151.0,12.0,1.395107616469235,11.5,1.058773755013881,0,5.5
Yohanna,Yohanna (BHA),Brighton,MID,5.0,0.1,700308,Zadok Yohanna,BHA,False,Yohanna,True,7.13,4.25,1.426,0.76,0.56,0.75,0.82,0.63,0.73,0.77,0.72,0.61,0.78,4.43,0.8859999999999999,0.97,0.74,0.88,0.71,0.56,0.57,0.17999999999999972,,True,6.037999999999999,0.578,0.514,2.105,3.5,0.1749946397760889,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,,,,,,,,,,,,,54.0,2.0,27.0,0.0,0.0,0.0842682216689143,0.0973748541570488,9,3,0.0297333718288103,1842.0,101.0,15.0,1.3234673027835793,10.8,1.130590346257485,0,5.0
N. Patterson (EVE),N. Patterson (EVE),Everton,DEF,4.5,0.0,243571,Nathan Patterson,EVE,True,Patterson,False,7.11,4.41,1.58,0.72,0.66,0.66,0.71,0.83,0.83,0.65,0.58,0.69,0.78,1.21,0.2688888888888889,0.22,0.14,0.16,0.16,0.25,0.28,-3.2,,True,5.222,1.359,0.529,1.5563,3.7039,0.1514208144461838,82.37745098039215,player history,410.5,0.0867560935139499,0.050342708746748,9.785387081997252,0.0,,,,18.0,238.0,0.03,0.041087439999999996,0.01134453781512605,0.015537267226890755,1.0,0.0,0.0,3.0,28.0,0.10714285714285714,67.0,2.0,33.5,0.0,0.22,-0.0485965292955978,-0.0016800106760029,14,8,-0.3604498186276618,1803.0,251.0,13.0,1.3469411290581967,14.0,0.8592747333873535,0,4.5
P.M.Sarr,P.M.Sarr (TOT),Tottenham,MID,5.0,0.2,482442,Pape Matar Sarr,TOT,False,P.M.Sarr,False,7.11,4.2299999999999995,1.4220000000000002,0.69,0.75,0.69,0.71,0.71,0.68,0.77,0.69,0.71,0.7,1.6900000000000002,0.338,0.43,0.22,0.24,0.25,0.24,0.31,-2.539999999999999,,True,7.021,0.025,0.064,1.2157,1.0,0.01,85.3568093385214,player history,2344.5,0.2045487763597833,0.0652742981921163,11.112274484536083,0.0,,,,27.0,1388.0,1.69,1.09799038,0.10958213256484149,0.07119534164265129,17.0,2.0,4.0,13.0,29.0,0.4482758620689655,,,,,,-0.0511239337666682,-0.1320343685467415,15,17,0.4131043967098503,1777.0,41.0,17.0,1.5616840436848023,10.0,1.2135919166562028,0,5.0
Alysson,Alysson (AVL),Aston Villa,MID,5.0,0.0,653481,Alysson Edward Franco da Rocha dos Santos,AVL,False,Alysson,True,7.1,4.32,1.42,0.7,0.62,0.83,0.72,0.75,0.7,0.74,0.63,0.73,0.68,2.07,0.414,0.55,0.26,0.36,0.31,0.25,0.34,-2.2500000000000004,,True,6.0009999999999994,0.561,0.538,2.0486999999999997,3.5,0.1633100966511159,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,3.0,47.0,0.0455,0.04564256,0.08712765957446808,0.08740064680851063,1.0,0.0,0.0,0.0,3.0,0.0,63.0,2.0,31.5,0.0,0.0,0.0916761005372474,-0.0195020800368329,8,11,0.667472079995315,1921.0,26.0,26.0,1.4559886468855003,12.45,0.9473005095465162,0,5.0
McConnell,McConnell (LIV),Liverpool,MID,4.5,0.3,491501,James McConnell,LIV,False,McConnell,True,7.07,4.279999999999999,1.5711111111111111,0.73,0.65,0.76,0.76,0.71,0.67,0.7,0.73,0.66,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.279999999999999,,True,5.964,0.52,0.586,1.9816000000000003,3.5,0.1967396751011699,83.1,positional fallback,0.0,0.1780987351903563,0.0833402645216931,8.189865176177413,0.0,,,,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,192.0,5.0,38.4,0.0,0.0,0.2217904378795187,-0.0207728027571259,4,13,1.3549493323437265,1911.0,6.0,51.0,1.4367612878896527,9.9,1.2427165780373892,0,4.5
Doku,Doku (MCI),Man City,MID,7.5,1.5,248875,Jérémy Doku,MCI,False,Doku,False,7.0,4.1899999999999995,0.9333333333333333,0.73,0.63,0.79,0.65,0.72,0.67,0.81,0.66,0.67,0.66,20.46,2.728,3.38,3.35,4.05,2.9,3.85,2.93,16.270000000000003,,True,6.9559999999999995,0.035,0.009000000000000001,1.4784,2.9558,0.01,81.29873817034701,player history,2529.5,0.3922933994070517,0.280427882327549,6.754020250148898,0.0,4.0,,,31.0,1773.0,2.73,6.2497385,0.1385786802030457,0.31724560913705585,37.0,5.0,8.0,19.0,31.0,0.6129032258064516,45.0,1.0,45.0,0.19,0.18,0.3979137564561784,0.3023979198869594,1,2,1.5720974480619654,1971.0,3.5,67.0,1.0050081070657415,12.3,0.9984810217456443,0,7.5
Josh Dasilva (BRE),Josh Dasilva (BRE),Brentford,MID,5.0,0.0,183656,Josh Dasilva,BRE,True,Dasilva,True,7.0,4.14,1.4,0.75,0.64,0.7,0.67,0.73,0.65,0.72,0.79,0.71,0.64,0.32,0.064,0.0,0.03,0.05,0.06,0.07,0.11,-3.82,,True,5.959,0.548,0.493,2.1443000000000003,3.3,0.1708781704025241,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,2.0,2.0,0.0567,0.00149774,2.5515,0.0673983,1.0,0.0,0.0,0.0,5.0,0.0,,,,,,0.1430094199147795,-0.010658247439459,7,9,-0.3895837925260162,1837.0,251.0,11.0,1.3527334738773589,13.0,0.9307068915414188,0,5.0
Arrizabalaga,Arrizabalaga (ARS),Arsenal,GK,5.0,0.1,109745,Kepa Arrizabalaga Revuelta,ARS,False,Arrizabalaga,False,6.98,4.08,1.3960000000000001,0.76,0.6,0.63,0.69,0.67,0.73,0.71,0.72,0.58,0.9,0.05,0.01,0.0,0.0,0.01,0.01,0.01,0.02,-4.03,,True,3.2560000000000002,3.724,0.0,1.9228999999999998,6.51,0.2625636755072609,89.97432432432433,player history,1485.0,0.0063126243298969,0.0016037849052364,0.0,0.0,,,,15.0,90.0,0.0,0.00049812,0.0,0.00049812,0.0,0.0,0.0,1.0,38.0,0.02631578947368421,214.0,5.0,42.8,0.0,0.0,0.306541748174989,0.5456367033856973,2,1,1.7079738846388108,2064.0,2.5,101.0,0.7593381876414202,10.05,1.1953980873144028,0,5.0
Ogbene,Ogbene (IPS),Ipswich,MID,5.0,0.0,229164,Chiedozie Ogbene,IPS,False,Ogbene,True,6.98,4.109999999999999,1.3960000000000001,0.72,0.6,0.7,0.65,0.7,0.74,0.62,0.72,0.81,0.73,1.31,0.262,0.25,0.16,0.18,0.21,0.22,0.29,-2.7999999999999994,,True,6.053,0.426,0.501,1.8331,3.1,0.180321237353013,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,,,,,,,,,,,,,,,,,,-0.2918528340454071,-0.2856043837956666,19,19,-1.3315882955947056,1640.0,1001.0,1.85,1.8535840736204665,13.0,0.9266892410460464,1,5.0
Souza,Souza (TOT),Tottenham,DEF,4.0,0.3,616221,João Victor de Souza Menezes,TOT,False,Souza,True,6.92,4.02,1.73,0.64,0.62,0.72,0.77,0.75,0.52,0.86,0.59,0.79,0.66,0.15,0.0375,0.04,0.02,0.02,0.03,0.02,0.02,-3.8699999999999997,,True,3.4379999999999997,1.782,1.7,2.0927,5.079,0.1263961920821333,87.5,positional fallback,0.0,0.0780161196265875,0.0391938534500658,8.421520428158146,0.0,,,,4.0,142.0,0.0164,0.037362839999999994,0.0103943661971831,0.023680673239436616,1.0,0.0,0.0,2.0,12.0,0.16666666666666666,,,,,,-0.0511239337666682,-0.1320343685467415,15,17,0.4131043967098503,1777.0,41.0,17.0,1.5616840436848023,10.0,1.2135919166562028,0,4.0
Dovin,Dovin (COV),Coventry,GK,4.0,1.6,484389,Oliver Dovin,COV,False,Dovin,True,6.85,3.9400000000000004,1.7125,0.49,0.89,0.39,0.72,0.64,0.81,0.66,0.78,0.82,0.64,0.03,0.0075,0.0,0.0,0.0,0.01,0.01,0.01,-3.9100000000000006,,True,4.077999999999999,2.7720000000000002,0.0,1.6078,5.608,0.2770068035949177,89.9,positional fallback,0.0,0.0021218657186201,0.0019721089976119,2.7050330449672813,0.0,,,,,,,,,,,,,,,,,,,,,-0.2513420068722135,-0.260770580087077,18,18,-1.3315882955947056,1661.0,1001.0,1.85,1.757725872128414,13.0,0.9031690971170778,1,4.0
McCarthy,McCarthy (HUL),Hull,DEF,4.0,0.1,661800,Cathal McCarthy,HUL,False,McCarthy,True,6.82,4.0,1.705,0.6,0.53,0.76,0.59,0.71,0.81,0.66,0.71,0.93,0.52,0.47000000000000003,0.11750000000000001,0.06,0.08,0.08,0.06,0.08,0.11,-3.53,,True,2.704,1.139,2.977,1.798,3.9357999999999995,0.2138651937095345,87.5,positional fallback,0.0,0.0780161196265875,0.0391938534500658,8.421520428158146,0.0,,,,,,,,,,,,,,,,87.0,2.0,43.5,0.0,0.0,-0.4519100791990885,-0.454055750336764,20,20,-1.5007189863388086,1533.0,1001.0,1.26,2.241860660354812,13.5,0.876626488060625,1,4.0
Drameh,Drameh (HUL),Hull,DEF,4.0,0.1,433590,Cody Drameh,HUL,False,Drameh,True,6.81,4.0200000000000005,1.7025,0.64,0.55,0.77,0.58,0.7,0.78,0.63,0.73,0.93,0.51,0.37,0.0925,0.0,0.03,0.06,0.05,0.08,0.15,-3.6500000000000004,,True,2.6709999999999994,1.147,2.992,1.7754999999999999,4.0358,0.2138651937095345,87.5,positional fallback,0.0,0.0780161196265875,0.0391938534500658,8.421520428158146,0.0,,,,,,,,,,,,,,,,,,,,,-0.4519100791990885,-0.454055750336764,20,20,-1.5007189863388086,1533.0,1001.0,1.26,2.241860660354812,13.5,0.876626488060625,1,4.0
Lucky,Lucky (LIV),Liverpool,DEF,4.0,0.1,519440,Wellity Lucky,LIV,False,Lucky,True,6.8,4.09,1.7,0.73,0.62,0.81,0.73,0.62,0.58,0.63,0.78,0.59,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.09,,True,3.381,1.9180000000000001,1.501,2.0911999999999997,5.4148,0.1610699397294,87.5,positional fallback,0.0,0.0780161196265875,0.0391938534500658,8.421520428158146,0.0,,,,,,,,,,,,,0.0,4.0,0.0,,,,,,0.2217904378795187,-0.0207728027571259,4,13,1.3549493323437265,1911.0,6.0,51.0,1.4367612878896527,9.9,1.2427165780373892,0,4.0
Esse,Esse (CRY),Crystal Palace,MID,5.0,0.0,606921,Romain Esse,CRY,False,Esse,True,6.73,4.01,1.346,0.67,0.5,0.68,0.8,0.65,0.71,0.64,0.71,0.68,0.69,0.7500000000000001,0.15000000000000002,0.1,0.1,0.11,0.14,0.13,0.17,-3.26,,True,5.647,0.5559999999999999,0.527,1.9422000000000001,3.1,0.1761258853672495,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,5.0,40.0,0.0,0.03989478,0.0,0.089763255,0.0,0.0,0.0,0.0,15.0,0.0,90.0,2.0,45.0,0.37,0.09,-0.1171465215222359,0.0042638165422642,16,7,-0.2542419079126018,1804.0,151.0,7.5,1.3534243888033963,11.5,1.066056186213018,0,5.0
David,David (BHA),Brighton,FWD,6.0,0.3,538007,Promise David,BHA,False,David,True,6.67,4.0,1.1116666666666666,0.7,0.64,0.73,0.73,0.56,0.64,0.73,0.65,0.56,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,,True,6.626,0.0,0.044,2.0478,2.0100000000000002,0.1724254397943734,81.5,positional fallback,0.0,0.3845094383407031,0.0543542296559633,4.432345205189561,0.0,2.0,,,,,,,,,,,,,,,,,,,,0.0842682216689143,0.0973748541570488,9,3,0.0297333718288103,1842.0,101.0,15.0,1.3234673027835793,10.8,1.130590346257485,0,6.0
Echeverri,Echeverri (MCI),Man City,MID,5.0,0.0,575204,Claudio Echeverri,MCI,False,Echeverri,True,6.64,3.95,1.3279999999999998,0.68,0.56,0.77,0.61,0.71,0.62,0.78,0.62,0.68,0.62,1.58,0.316,0.29,0.21,0.27,0.23,0.3,0.28,-2.37,,True,5.523999999999999,0.647,0.469,2.3760000000000003,3.1,0.134915478038404,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,,,,,,,,,,,,,30.0,2.0,15.0,0.0,0.0,0.3979137564561784,0.3023979198869594,1,2,1.5720974480619654,1971.0,3.5,67.0,1.0050081070657415,12.3,0.9984810217456443,0,5.0
Cherif,Cherif (COV),Coventry,FWD,5.0,0.1,627221,Sidiki Cherif,COV,False,Cherif,True,6.61,3.92,1.322,0.57,0.72,0.59,0.65,0.64,0.75,0.68,0.68,0.71,0.63,,,,,,,,,,,False,6.573,0.0,0.037,1.8529,2.0,0.2093602563495198,81.5,positional fallback,0.0,0.3563138036245852,0.0503684965325606,4.432345205189561,0.0,,,,,,,,,,,,,,,,,,,,,-0.2513420068722135,-0.260770580087077,18,18,-1.3315882955947056,1661.0,1001.0,1.85,1.757725872128414,13.0,0.9031690971170778,1,
Eccles,Eccles (COV),Coventry,MID,5.0,0.0,439668,Josh Eccles,COV,False,Eccles,True,6.6,3.88,1.3199999999999998,0.57,0.68,0.61,0.65,0.63,0.74,0.69,0.67,0.73,0.63,0.98,0.196,0.18,0.18,0.13,0.16,0.15,0.18,-2.9,,True,5.696,0.46599999999999997,0.438,1.7388,3.0,0.2191307913230311,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,,,,,,,,,,,,,0.0,1.0,,0.0,0.0,-0.2513420068722135,-0.260770580087077,18,18,-1.3315882955947056,1661.0,1001.0,1.85,1.757725872128414,13.0,0.9031690971170778,1,5.0
J.Rak-Sakyi,J.Rak-Sakyi (CRY),Crystal Palace,MID,5.0,0.0,450542,Jesurun Rak-Sakyi,CRY,False,J.Rak-Sakyi,True,6.6,3.95,1.3199999999999998,0.65,0.53,0.66,0.79,0.65,0.67,0.63,0.68,0.66,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.95,,True,5.428,0.565,0.607,1.8923999999999999,3.1,0.1761258853672495,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,,,,,,,,,,0.0,1.0,0.0,90.0,2.0,45.0,0.37,0.01,-0.1171465215222359,0.0042638165422642,16,7,-0.2542419079126018,1804.0,151.0,7.5,1.3534243888033963,11.5,1.066056186213018,0,5.0
Yalcouyé,Yalcouyé (BHA),Brighton,MID,4.5,0.1,611695,Malick Yalcouyé,BHA,False,Yalcouyé,True,6.6,3.9499999999999997,1.4666666666666666,0.71,0.59,0.66,0.72,0.61,0.66,0.69,0.65,0.61,0.68,,,,,,,,,,,False,5.532,0.598,0.47,1.9498000000000002,3.0,0.1747595140608219,83.1,positional fallback,0.0,0.1780987351903563,0.0833402645216931,8.189865176177413,0.0,,,,,,,,,,,,,,,,,,,,,0.0842682216689143,0.0973748541570488,9,3,0.0297333718288103,1842.0,101.0,15.0,1.3234673027835793,10.8,1.130590346257485,0,
Osman,Osman (BHA),Brighton,MID,5.0,0.0,612855,Ibrahim Osman,BHA,False,Osman,True,6.51,3.9,1.302,0.67,0.58,0.7,0.72,0.59,0.64,0.69,0.62,0.6,0.7,,,,,,,,,,,False,5.309,0.571,0.63,1.9138000000000002,3.5,0.1613718004531096,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,,,,,,,,,,,,,55.0,2.0,27.5,0.0,0.0,0.0842682216689143,0.0973748541570488,9,3,0.0297333718288103,1842.0,101.0,15.0,1.3234673027835793,10.8,1.130590346257485,0,
Fábio Vieira,Fábio Vieira (ARS),Arsenal,MID,5.5,0.0,438098,Fábio Ferreira Vieira,ARS,False,Fábio Vieira,True,6.43,3.7399999999999998,1.169090909090909,0.71,0.57,0.63,0.62,0.56,0.65,0.61,0.65,0.6,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7399999999999998,,True,5.329,0.691,0.41,2.432,3.1,0.137681911642692,83.1,positional fallback,0.0,0.2239376353783467,0.1047903105479461,8.189865176177413,0.0,,,,,,,,,,,,,,,,116.0,4.0,29.0,0.0,0.0,0.306541748174989,0.5456367033856973,2,1,1.7079738846388108,2064.0,2.5,101.0,0.7593381876414202,10.05,1.1953980873144028,0,5.5
Bradley,Bradley (LIV),Liverpool,DEF,5.0,0.0,492777,Conor Bradley,LIV,False,Bradley,False,6.3,3.84,1.26,0.66,0.61,0.69,0.64,0.63,0.61,0.62,0.63,0.6,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.84,,True,6.146,0.098,0.056,1.1480000000000001,1.0,0.01,80.06868131868131,player history,1302.0,0.1472892236160487,0.068025541705472,7.691398434101783,0.0,,,,15.0,928.0,0.24000000000000002,0.98559506,0.02327586206896552,0.09558572780172413,6.0,0.0,2.0,12.0,16.0,0.75,,,,,,0.2217904378795187,-0.0207728027571259,4,13,1.3549493323437265,1911.0,6.0,51.0,1.4367612878896527,9.9,1.2427165780373892,0,5.0
Burns,Burns (IPS),Ipswich,MID,5.0,0.0,149929,Wes Burns,IPS,False,Burns,False,6.29,3.7199999999999998,1.258,0.63,0.58,0.65,0.61,0.61,0.64,0.58,0.63,0.69,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7199999999999998,,True,6.261,0.011,0.018000000000000002,1.0609,1.0,0.01,79.57549019607843,player history,466.5,0.211968820719135,0.1004576099706744,8.4,0.0,,,,,,,,,,,,,,,,,,,,,-0.2918528340454071,-0.2856043837956666,19,19,-1.3315882955947056,1640.0,1001.0,1.85,1.8535840736204665,13.0,0.9266892410460464,1,5.0
B. Wilson (COV),B. Wilson (COV),Coventry,GK,4.5,0.5,110690,Ben Wilson,COV,True,Wilson,True,6.25,3.59,1.3888888888888888,0.43,0.78,0.37,0.69,0.61,0.71,0.63,0.7,0.77,0.56,0.4600000000000001,0.10222222222222224,0.06,0.08,0.07,0.08,0.08,0.09,-3.13,,True,3.727,2.523,0.0,1.5356999999999998,5.157,0.2689708451823162,89.9,positional fallback,0.0,0.002669626553417,0.00248121005022,2.7050330449672813,0.0,,,,,,,,,,,,,,,,,,,,,-0.2513420068722135,-0.260770580087077,18,18,-1.3315882955947056,1661.0,1001.0,1.85,1.757725872128414,13.0,0.9031690971170778,1,4.5
Lacey,Lacey (MUN),Man United,MID,5.0,0.0,576628,Shea Lacey,MUN,False,Lacey,True,6.14,3.72,1.228,0.76,0.57,0.6,0.56,0.58,0.65,0.6,0.64,0.57,0.6,3.9299999999999997,0.7859999999999999,0.89,0.7,0.58,0.57,0.6,0.59,0.20999999999999952,,True,5.317,0.451,0.372,2.1307,3.1,0.1330681504571248,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,6.0,40.0,0.1,0.00788509,0.22500000000000003,0.017741452500000005,4.0,0.0,0.0,0.0,13.0,0.0,298.0,6.0,49.666666666666664,0.0,0.0,0.2911586787820938,0.036515569746031,3,5,1.2388665527515443,1915.0,7.0,34.0,1.2712178238678356,12.0,1.0271008142253517,0,5.0
J.Fletcher,J.Fletcher (MUN),Man United,MID,5.0,0.0,547037,Jack Fletcher,MUN,False,J.Fletcher,True,6.12,3.72,1.224,0.78,0.62,0.57,0.53,0.56,0.66,0.57,0.66,0.55,0.61,0.13,0.026000000000000002,0.0,0.02,0.02,0.02,0.03,0.04,-3.5900000000000003,,True,5.2250000000000005,0.502,0.393,2.1374000000000004,3.1,0.1330681504571248,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,4.0,107.0,0.03,0.029554069999999998,0.025233644859813085,0.02485856355140187,1.0,0.0,0.0,0.0,8.0,0.0,173.0,6.0,28.833333333333332,0.0,0.0,0.2911586787820938,0.036515569746031,3,5,1.2388665527515443,1915.0,7.0,34.0,1.2712178238678356,12.0,1.0271008142253517,0,5.0
Anselmino,Anselmino (CHE),Chelsea,DEF,4.5,0.0,622758,Aaron Anselmino,CHE,False,Anselmino,True,6.12,3.6100000000000003,1.36,0.6,0.52,0.45,0.88,0.53,0.63,0.58,0.71,0.58,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6100000000000003,,True,3.3670000000000004,1.81,0.9430000000000001,2.1506999999999996,4.6074,0.1052278011127417,87.5,positional fallback,0.0,0.0925743273925264,0.0465076273778755,8.421520428158146,0.0,,,,,,,,,,,,,,,,64.0,3.0,21.333333333333332,0.0,0.0,0.1836375664015244,-0.0207718609867338,5,12,0.852585347922589,1831.0,15.0,21.0,1.3863447699183449,11.0,1.0737940848414846,0,4.5
Ekitiké,Ekitiké (LIV),Liverpool,FWD,7.5,0.2,510663,Hugo Ekitiké,LIV,False,Ekitiké,False,6.02,3.7499999999999996,0.8026666666666666,0.67,0.6,0.69,0.63,0.59,0.57,0.58,0.6,0.52,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7499999999999996,,True,6.02,0.0,0.0,1.5258,2.8234,0.01,82.00607287449392,player history,1797.0,0.590148077341449,0.0995655059246442,3.9642646770076575,0.0,,,,28.0,1797.0,10.0352,2.47729599,0.5025976627712855,0.124071585475793,65.0,11.0,4.0,21.0,29.0,0.7241379310344828,,,,,,0.2217904378795187,-0.0207728027571259,4,13,1.3549493323437265,1911.0,6.0,51.0,1.4367612878896527,9.9,1.2427165780373892,0,7.5
Koumas,Koumas (LIV),Liverpool,MID,5.0,0.0,514514,Lewis Koumas,LIV,False,Koumas,True,6.0,3.7,1.2,0.67,0.5,0.72,0.66,0.6,0.55,0.57,0.61,0.55,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7,,True,5.084,0.373,0.5429999999999999,2.1466000000000003,3.2,0.1460317834601467,83.1,positional fallback,0.0,0.1998266067467193,0.0935076953070113,8.189865176177413,0.0,,,,,,,,,,,,,,,,290.0,6.0,48.333333333333336,0.0,0.0,0.2217904378795187,-0.0207728027571259,4,13,1.3549493323437265,1911.0,6.0,51.0,1.4367612878896527,9.9,1.2427165780373892,0,5.0
Scarlett,Scarlett (TOT),Tottenham,FWD,4.5,1.7,490145,Dane Scarlett,TOT,False,Scarlett,True,5.98,3.5200000000000005,1.328888888888889,0.61,0.53,0.58,0.6,0.62,0.58,0.69,0.58,0.61,0.58,0.09,0.02,0.0,0.01,0.01,0.02,0.02,0.03,-3.4300000000000006,,True,5.9510000000000005,0.0,0.029,1.8841,2.0,0.1364347723938002,81.5,positional fallback,0.0,0.3429617781434363,0.0484810550629663,4.432345205189561,0.0,,,,2.0,7.0,0.0,0.00798791,0.0,0.1027017,0.0,0.0,0.0,0.0,11.0,0.0,107.0,2.0,53.5,0.0,0.0,-0.0511239337666682,-0.1320343685467415,15,17,0.4131043967098503,1777.0,41.0,17.0,1.5616840436848023,10.0,1.2135919166562028,0,4.5
